順位,キャリア,商品名,キャッチコピー,商品コード,商品価格,商品説明文,商品URL,アフィリエイトURL,商品画像有無フラグ,商品画像64x64URL(1),商品画像64x64URL(2),商品画像64x64URL(3),商品画像128x128URL(1),商品画像128x128URL(2),商品画像128x128URL(3),販売可能フラグ,消費税フラグ,送料フラグ,クレジットカード利用可能フラグ,ショップオブザイヤーフラグ,海外配送フラグ,海外配送対象地域,あす楽フラグ,あす楽〆時間,あす楽配送対象地域,アフィリエイト利用利率,販売開始時刻,販売終了時刻,レビュー件数,レビュー平均,商品別ポイント倍付け,商品別ポイント倍付け開始日時,商品別ポイント倍付け終了日時,店舗名,店舗コード,店舗URL,ジャンル情報
11,0,amiibo しずえ（大乱闘スマッシュブラザーズシリーズ）,【楽天ブックスならいつでも送料無料】,book:19383953,1650,任天堂 Nintendo Switch【周辺機器】 アミーボ シズエ（ダイラントウスマッシュブラザーズシリーズ） 発売日：2019年07月19日 予約締切日：2019年07月17日 NVLーCーAACU JAN：4902370541793 ゲーム Nintendo Switch 周辺機器,https://item.rakuten.co.jp/book/15697958/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1793/4902370541793.jpg?_ex=128x128,0,0,0,1,0,0,,0,,,2.0,,,2,5.0,1,,,楽天ブックス,book,https://www.rakuten.co.jp/book/,565955
12,0,【Switch】マリオカート8 デラックス 任天堂 [HAC-P-AABPA NSWマリオカート8],,jism:11604837,5580,【返品種別B】□「返品種別」について詳しくはこちら□2017年04月 発売※外付特典：上新電機オリジナルボールペンは終了いたしました。◇◆商品紹介◇◆新しいスタート。すべてがデラックス！　今までにないキャラクター、コース、マシンが加わり、『マリオカート8』がデラックスに！　バトルモードも充実し、家でも、外でもオンラインでも熱い対戦を楽しめます。◆製品詳細◆対応機種　：　Nintendo Switchジャンル　：　アクションレースゲーム対応プレイモード・プレイ人数　：　TVモード（1〜4人）・テーブルモード（1〜4人）・携帯モード（1人）CERO審査　：　全年齢（C）2017 Nintendo(※この説明文は楽天市場店の記載内容です。URLはhttps://item.rakuten.co.jp/jism/で始まります。URLが異なる際はサイトを利用することのないよう十分ご注意ください。)おもちゃ＞TVゲーム＞Nintendo Switch＞パッケージ版ゲームソフト＞レース・ご購入はお1人様1本でお願いします。同一商品を複数ご購入された場合は、ご注文を承りましたという自動メール送信後でありましても、全てのお買い物を取り消し（キャンセル）をさせていただく場合があります。またお名前が異なってもお届け先が同じ場所の場合は、複数購入と判断する場合がございますのでご了承願います。・テープの2重貼りについてメーカーでは出荷前にランダムで商品を開封して検品調査を行う場合があります。中身を調査する際、一度テープを切り、改めて貼りなおしますので2重になることがあります。このようにして2重にテープが貼られた商品は開梱品や再生品ではありませんので予めご留意くださいますようお願いします。これらを理由に返品・交換をお受けすることもできませんのでご了承ください。※テープの状態を確認して出荷することもできません。※弊社ではアウトレット等、特別な理由で開梱品を販売する際は必ず販売ページにその旨を記載させていただきます。・商品の返品・交換についてTVゲーム関連商品の返品・交換はお受けできません。但し、初期不良の場合、1週間以内にJoshin web事務局までご連絡ください。 ※ お客様の都合による返品・交換もお受けできませんので、ご了承ください。個人情報を記録するハードディスク内蔵モデルは、初期不良でありましてもJoshin webで良品への交換は出来ません。初期不良の場合はメーカーの連絡先をご案内いたしますので、お客様から直接メーカーへ連絡していただくようお願いいたします。※液晶モニターについてゲームに使用されている液晶モニターは、精密度の高い技術で生産されていますが、黒い点が現れたり、赤・青・緑の点が消えないことがあります。(ドット抜け)これらの症状は製品の仕様的な物で故障ではございません。交換などもできませんのであらかじめ、ご了承ください。・ゲーム機本体の修理ゲーム機本体の修理はメーカー直接対応となります。説明書に記載されているメーカーサポートにご連絡ください。・在庫のない商品の納期について在庫がない商品（「入荷次第出荷」と表示）は1週間程度商品入荷までお待ちいただく場合があります。・予約商品について但し、発売日4日前までのご注文の場合。（一部地域を除く）新作（未発売商品）につきましては、発売日の4日以上前にご予約をいただきました場合は、原則として発売日当日のお届けになります。（一部商品を除く）　詳しくはこちらお客様より、発売日前のお届け希望日の指定をいただきましても、お届けは発売日となります。お届け予定日の変更連絡は致しておりません、また大阪市内より発売日の前日に出荷いたしますので、遠隔地（北海道、青森県、秋田県、沖縄県、一部郡部、離島地域）の場合は、発売日の翌日以降のお届けとなります。ご予約商品と家電製品などを一緒にご注文いただいた場合は、商品の発送が多少遅くなり発売日以降のお届けになります。ご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になりますのでご注意ください。(分割でのご発送はお受けできません）悪天候や災害の影響などにより、商品のお届けが遅れる場合がございます。またメーカーの都合により、商品のお届けが遅れる場合もございますので、ご了承願います。・商品の配送についてご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になります。お急ぎの場合は、お手数ですがご注文を分けていただきますようお願いいたします。,https://item.rakuten.co.jp/jism/4902370536485-54-40563-n/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/0624/4902370536485.jpg?_ex=128x128,1,0,1,1,0,0,,0,,,2.0,,,159,4.65,2,2020-11-27 10:00,2020-12-11 01:59,Joshin web 家電とPCの大型専門店,jism,https://www.rakuten.co.jp/jism/,566404
13,0,天穂のサクナヒメ 通常版 Switch版,【楽天ブックスならいつでも送料無料】,book:20080073,5478,マーベラス Nintendo Switchテンスイノサクナヒメ 発売日：2020年11月12日 予約締切日：2020年11月10日 プレーヤー人数：1人 CERO区分：12才以上対象 HACーPーAUSDC JAN：4535506303158 ゲーム Nintendo Switch RPG アクションRPG,https://item.rakuten.co.jp/book/16400183/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/3158/4535506303158.jpg?_ex=128x128,1,0,0,1,0,0,,0,,,2.0,,,1,5.0,1,,,楽天ブックス,book,https://www.rakuten.co.jp/book/,566404
14,0,【新品】新型モデル Nintendo Switch あつまれ どうぶつの森セット HAD-S-KEAGC,,mobileshop1:10000214,44198,★ご購入前に必ずご確認下さい。★ ※運輸または仕入状況により商品の箱に凹み、スレ等がある場合がございますが、中身には新品で問題がございません。化粧箱不良による交換返品は対応出来かねますので、ご了承をお願いします。 ※基本的に量販店舗印付です。保証が短くなる場合もございます。 ※量販店舗の印の有無のご指定はできません。あらかじめご了承下さい。 ■商品名：新型モデル Nintendo Switch あつまれ どうぶつの森セット ■状態：新品未使用品（量販店より新品のままの状態） ■商品付属品：新品、標準セット全て揃っております。 ・Nintendo Switch本体：1台 ・Joy-Con(L):1個 ・Joy-Con(R):1個 ・Nintendo Switchドック:1個 ・Joy-Conグリップ ・Joy-Conストラップ(特別デザイン) ・Nintendo Switch ACアダプター ・ハイスピードHDMIケーブル ・Nintendo Switchソフト ・セーフティーガイド 「あつまれ どうぶつの森」ダウンロード版 ※ソフトはゲームカードではなく本体にインストール済みとなります。 ※ソフトをはじめて起動するときに、インターネット接続環境とニンテンドーアカウントが必要です。 ※ソフトを複数本使用しても、作成できる島は本体1台につき1つです。別の島で遊びたい場合は、別の本体が必要です。 ※本ソフトのセーブデータは、「ユーザーの引っ越し」や「セーブデータの引っ越し」には対応していません。 ※オンラインプレイのご利用にはNintendo Switch Online(有料)への加入が必要になります。 ※Nintendo Switch Online(有料)の「セーブデータお預かり」には対応していません。 ■製品の故障・初期不良等がございましても当店では受付いたしかねます。 メーカーサポートへ直接お問い合わせをお願い致します。 ※本商品に修理などの必要が生じた場合は、お買い上げ時の外箱と納品書が必要になりますので大切に保管ください。 古物商許可証・東京都公安委員会　第305541208027号,https://item.rakuten.co.jp/mobileshop1/new-switch-doubutsu/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081833316.jpg?_ex=128x128,1,0,1,1,0,0,,1,16:00,群馬県/埼玉県/千葉県/東京都/神奈川県/新潟県/富山県/石川県/福井県/山梨県/青森県/長野県/岐阜県/静岡県/愛知県/三重県/滋賀県/京都府/大阪府/兵庫県/奈良県/岩手県/和歌山県/鳥取県/島根県/岡山県/広島県/山口県/徳島県/香川県/愛媛県/高知県/宮城県/秋田県/山形県/福島県/茨城県/栃木県,2.0,,,44,4.41,1,,,モバイル販売,mobileshop1,https://www.rakuten.co.jp/mobileshop1/,566403
15,0,【Switch】天穂のサクナヒメ　通常版 マーベラス [HAC-P-AUSDC NSW テンスイノサクナヒメ ツウジョウ],,jism:12871480,4980,【返品種別B】□「返品種別」について詳しくはこちら□■新製品■2020年11月 発売※外付特典（上新電機オリジナル）付きは終了しました。◇◆商品紹介◇◆鬼が支配する「ヒノエ島」を舞台に豊穣神サクナヒメが大暴れ！　様々な「武技」による華麗な連続攻撃と伸縮自在の「羽衣」による縦横無尽な爽快アクションが楽しめる。そして、本作のもう一つの特徴が「米づくり」。田起こし、田植え、収穫など一つ一つの工程を丁寧に行い良い米を収穫するほど、豊穣神サクナは強くなる！　◆製品詳細◆対応機種　：　Nintendo Switchジャンル　：　和風アクションRPGプレイ人数　：　1人CERO審査　：　12歳以上（C）2020 Edelweiss. Licensed to and published by XSEED Games / Marvelous USA Inc. and Marvelous Inc.(※この説明文は楽天市場店の記載内容です。URLはhttps://item.rakuten.co.jp/jism/で始まります。URLが異なる際はサイトを利用することのないよう十分ご注意ください。)おもちゃ＞TVゲーム＞Nintendo Switch＞パッケージ版ゲームソフト＞ロールプレイング・ご購入はお1人様1本でお願いします。同一商品を複数ご購入された場合は、ご注文を承りましたという自動メール送信後でありましても、全てのお買い物を取り消し（キャンセル）をさせていただく場合があります。またお名前が異なってもお届け先が同じ場所の場合は、複数購入と判断する場合がございますのでご了承願います。・テープの2重貼りについてメーカーでは出荷前にランダムで商品を開封して検品調査を行う場合があります。中身を調査する際、一度テープを切り、改めて貼りなおしますので2重になることがあります。このようにして2重にテープが貼られた商品は開梱品や再生品ではありませんので予めご留意くださいますようお願いします。これらを理由に返品・交換をお受けすることもできませんのでご了承ください。※テープの状態を確認して出荷することもできません。※弊社ではアウトレット等、特別な理由で開梱品を販売する際は必ず販売ページにその旨を記載させていただきます。・商品の返品・交換についてTVゲーム関連商品の返品・交換はお受けできません。但し、初期不良の場合、1週間以内にJoshin web事務局までご連絡ください。 ※ お客様の都合による返品・交換もお受けできませんので、ご了承ください。個人情報を記録するハードディスク内蔵モデルは、初期不良でありましてもJoshin webで良品への交換は出来ません。初期不良の場合はメーカーの連絡先をご案内いたしますので、お客様から直接メーカーへ連絡していただくようお願いいたします。※液晶モニターについてゲームに使用されている液晶モニターは、精密度の高い技術で生産されていますが、黒い点が現れたり、赤・青・緑の点が消えないことがあります。(ドット抜け)これらの症状は製品の仕様的な物で故障ではございません。交換などもできませんのであらかじめ、ご了承ください。・ゲーム機本体の修理ゲーム機本体の修理はメーカー直接対応となります。説明書に記載されているメーカーサポートにご連絡ください。・在庫のない商品の納期について在庫がない商品（「入荷次第出荷」と表示）は1週間程度商品入荷までお待ちいただく場合があります。・予約商品について但し、発売日4日前までのご注文の場合。（一部地域を除く）新作（未発売商品）につきましては、発売日の4日以上前にご予約をいただきました場合は、原則として発売日当日のお届けになります。（一部商品を除く）　詳しくはこちらお客様より、発売日前のお届け希望日の指定をいただきましても、お届けは発売日となります。お届け予定日の変更連絡は致しておりません、また大阪市内より発売日の前日に出荷いたしますので、遠隔地（北海道、青森県、秋田県、沖縄県、一部郡部、離島地域）の場合は、発売日の翌日以降のお届けとなります。ご予約商品と家電製品などを一緒にご注文いただいた場合は、商品の発送が多少遅くなり発売日以降のお届けになります。ご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になりますのでご注意ください。(分割でのご発送はお受けできません）悪天候や災害の影響などにより、商品のお届けが遅れる場合がございます。またメーカーの都合により、商品のお届けが遅れる場合もございますので、ご了承願います。・商品の配送についてご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になります。お急ぎの場合は、お手数ですがご注文を分けていただきますようお願いいたします。,https://item.rakuten.co.jp/jism/4535506303158-54-40561-n/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1431/4535506303158.jpg?_ex=128x128,0,0,1,1,0,0,,0,,,2.0,,,0,0.0,2,2020-11-28 13:00,2020-12-11 01:59,Joshin web 家電とPCの大型専門店,jism,https://www.rakuten.co.jp/jism/,566404
16,0,【新品】Nintendo Switch ニンテンドースイッチ リングフィット,,mobileshop1:10000190,10635,★ご購入前にご確認をお願いします。★ ※運輸または仕入状況により商品の箱に凹み、スレ等がある場合がございますが、中身には新品で問題がございません。化粧箱不良による交換返品は対応出来かねますので、ご了承をお願いします。 『リングフィット アドベンチャー』は、付属の「リングコン」と「レッグバンド」にJoy-Conを取り付け、身体に装着し、全身を動かして遊ぶ、フィットネスアドベンチャーゲームです。 「リングコン」と「レッグバンド」が腕や肩、胸、お腹、背中、お尻、脚などの部位の動きを認識し、ゲームの中のキャラクターと連動します。 【セット内容】 　・Nintendo Switchソフト「リングフィット アドベンチャー」1本 　・リングコン1個 　・レッグバンド1個 ■状態：新品未使用品（量販店より新品のままの状態) ■商品保証：新品未使用品で、返品、交換の対応は当店では受付出来ません。修理・サポート等はお手数ですが、お客様ご自身でメーカーにてお問い合わせください。メーカー修理などの必要が生じた場合は、お買い上げ時の付属品、および梱包材が全て揃っている必要がございますので大切に保管ください。 古物商許可証・東京都公安委員会　第305541208027号,https://item.rakuten.co.jp/mobileshop1/ring-fit/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/mobileshop1/cabinet/07185325/imgrc0081495489.jpg?_ex=128x128,1,0,1,1,0,0,,1,16:00,群馬県/埼玉県/千葉県/東京都/神奈川県/新潟県/富山県/石川県/福井県/山梨県/青森県/長野県/岐阜県/静岡県/愛知県/三重県/滋賀県/京都府/大阪府/兵庫県/奈良県/岩手県/和歌山県/鳥取県/島根県/岡山県/広島県/山口県/徳島県/香川県/愛媛県/高知県/宮城県/秋田県/山形県/福島県/茨城県/栃木県,2.0,,,38,4.53,1,,,モバイル販売,mobileshop1,https://www.rakuten.co.jp/mobileshop1/,566403
17,0,【Switch】ピクミン3 デラックス 任天堂 [HAC-P-AMPNA NSW ピクミン3 デラックス],,jism:12796350,5800,【返品種別B】□「返品種別」について詳しくはこちら□■新製品■2020年10月 発売◇◆商品紹介◇◆ピクミンの力を借りて、惑星からの帰還を目指す。2013年にWii Uで発売されたAIアクションゲーム『ピクミン3』がデラックスになってNintendo Switchに登場。Wii U版で配信された有料追加コンテンツがすべて収録されているほか、オリマーたちが活躍するサイドストーリーミッションを新たに収録。さらに、登場する原生生物たちの詳しい生態が分かる「原生生物図鑑」やゲームの達成度に応じて入手できる「進級バッジ」が追加されるなど、パワーアップした内容になっています。またストーリーモードが2人協力プレイに対応。ロックオン機能やヒント機能も追加され、より遊びやすくなりました。●果実をめぐる大冒険。ピクミンたちと協力しながら果実をあつめよう。『ピクミン3』の主人公は、食糧資源を探して宇宙に旅立った調査隊、アルフ、ブリトニー、チャーリーの3人。とある惑星に着陸した彼らは、そこで出会った「ピクミン」という不思議な生きものの力を借りて、この惑星にある果実のタネを故郷に持ち帰るため、探索をはじめます。●「ピクミン」とは・・・？　ピクミンの大きさはとっても小さくて動物のような、植物のような、不思議な生きもの。熱や火に強かったり、空を飛んたり、みんな不思議な特長をもっています。そんなピクミンたちはとっても賢く、はたらきもの。プレイヤーの指示に従って、ものを運んだり、壊したり、さまざまな仕事をしてくれます。◆製品詳細◆対応機種　：　Nintendo Switchジャンル　：　AIアクションCERO審査　：　全年齢対象（C）2013-2020 Nintendo(※この説明文は楽天市場店の記載内容です。URLはhttps://item.rakuten.co.jp/jism/で始まります。URLが異なる際はサイトを利用することのないよう十分ご注意ください。)おもちゃ＞TVゲーム＞Nintendo Switch＞パッケージ版ゲームソフト＞アクション・ご購入はお1人様1本でお願いします。同一商品を複数ご購入された場合は、ご注文を承りましたという自動メール送信後でありましても、全てのお買い物を取り消し（キャンセル）をさせていただく場合があります。またお名前が異なってもお届け先が同じ場所の場合は、複数購入と判断する場合がございますのでご了承願います。・テープの2重貼りについてメーカーでは出荷前にランダムで商品を開封して検品調査を行う場合があります。中身を調査する際、一度テープを切り、改めて貼りなおしますので2重になることがあります。このようにして2重にテープが貼られた商品は開梱品や再生品ではありませんので予めご留意くださいますようお願いします。これらを理由に返品・交換をお受けすることもできませんのでご了承ください。※テープの状態を確認して出荷することもできません。※弊社ではアウトレット等、特別な理由で開梱品を販売する際は必ず販売ページにその旨を記載させていただきます。・商品の返品・交換についてTVゲーム関連商品の返品・交換はお受けできません。但し、初期不良の場合、1週間以内にJoshin web事務局までご連絡ください。 ※ お客様の都合による返品・交換もお受けできませんので、ご了承ください。個人情報を記録するハードディスク内蔵モデルは、初期不良でありましてもJoshin webで良品への交換は出来ません。初期不良の場合はメーカーの連絡先をご案内いたしますので、お客様から直接メーカーへ連絡していただくようお願いいたします。※液晶モニターについてゲームに使用されている液晶モニターは、精密度の高い技術で生産されていますが、黒い点が現れたり、赤・青・緑の点が消えないことがあります。(ドット抜け)これらの症状は製品の仕様的な物で故障ではございません。交換などもできませんのであらかじめ、ご了承ください。・ゲーム機本体の修理ゲーム機本体の修理はメーカー直接対応となります。説明書に記載されているメーカーサポートにご連絡ください。・在庫のない商品の納期について在庫がない商品（「入荷次第出荷」と表示）は1週間程度商品入荷までお待ちいただく場合があります。・予約商品について但し、発売日4日前までのご注文の場合。（一部地域を除く）新作（未発売商品）につきましては、発売日の4日以上前にご予約をいただきました場合は、原則として発売日当日のお届けになります。（一部商品を除く）　詳しくはこちらお客様より、発売日前のお届け希望日の指定をいただきましても、お届けは発売日となります。お届け予定日の変更連絡は致しておりません、また大阪市内より発売日の前日に出荷いたしますので、遠隔地（北海道、青森県、秋田県、沖縄県、一部郡部、離島地域）の場合は、発売日の翌日以降のお届けとなります。ご予約商品と家電製品などを一緒にご注文いただいた場合は、商品の発送が多少遅くなり発売日以降のお届けになります。ご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になりますのでご注意ください。(分割でのご発送はお受けできません）悪天候や災害の影響などにより、商品のお届けが遅れる場合がございます。またメーカーの都合により、商品のお届けが遅れる場合もございますので、ご了承願います。・商品の配送についてご予約商品を複数ご購入いただいた場合、または在庫商品とご予約商品を同時にご購入いただいた場合、あるいはお取り寄せ商品とご予約商品を同時にご購入いただいた場合は、すべての商品がそろってからの発送になります。お急ぎの場合は、お手数ですがご注文を分けていただきますようお願いいたします。,https://item.rakuten.co.jp/jism/4902370546941-54-40560-n/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/jism/cabinet/1438/4902370546941.jpg?_ex=128x128,1,0,1,1,0,0,,0,,,2.0,,,10,5.0,2,2020-11-27 10:00,2020-12-11 01:59,Joshin web 家電とPCの大型専門店,jism,https://www.rakuten.co.jp/jism/,566404
18,0,Nintendo Switch Lite イエロー,【楽天ブックスならいつでも送料無料】【楽天あんしん延長保証対象商品】,book:19757437,21978,任天堂 Nintendo Switch Lite【NS920Lite】 ニンテンドウ スイッチ ライト イエロー 発売日：2019年09月20日 予約締切日：2019年09月18日 HDHーSーYAZAA JAN：4902370542936 ゲーム Nintendo Switch 本体,https://item.rakuten.co.jp/book/16039044/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/2936/4902370542936.jpg?_ex=128x128,1,0,0,1,0,0,,0,,,2.0,,,106,4.74,1,,,楽天ブックス,book,https://www.rakuten.co.jp/book/,566403
19,0,Nintendo Switch Proコントローラー,【楽天ブックスならいつでも送料無料】,book:18350559,6910,任天堂 Nintendo Switchニンテンドースイッチ プロコントローラー 発売日：2017年03月03日 予約締切日：2017年03月01日 HACーAーFSSKA JAN：4902370535730 ゲーム Nintendo Switch 周辺機器,https://item.rakuten.co.jp/book/14647228/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5730/4902370535730.jpg?_ex=128x128,1,0,0,1,0,0,,0,,,2.0,,,486,4.37,1,,,楽天ブックス,book,https://www.rakuten.co.jp/book/,565955
20,0,【楽天ブックス限定 オリジナル配送BOX】サイバーパンク2077,【楽天ブックスならいつでも送料無料】【楽天ブックス限定 オリジナル配送BOX！】,book:20062144,7461,スパイク・チュンソフト PS4ラクテンブックスゲンテイ オリジナルハイソウボックス サイバーパンク2077 発売日：2020年12月10日 CERO区分：18才以上のみ対象 PLJSー36125 JAN：2100011949843 ゲーム PS4 RPG アクションRPG,https://item.rakuten.co.jp/book/16376429/,,1,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=64x64,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=128x128,https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/9843/2100011949843.jpg?_ex=128x128,1,0,0,1,0,0,,0,,,2.0,2020-06-29 05:00,2020-12-06 14:59,0,0.0,1,,,楽天ブックス,book,https://www.rakuten.co.jp/book/,566408
